0,0,1,243
1,0,0,241
2,0,0,239
3,-1,-2,240
4,1,0,239
5,1,0,241
6,3,-2,242
7,1,6,241
8,14,61,241
9,15,44,240
10,3,43,244
11,14,20,241
12,16,36,242
13,-1,-1,242
14,17,-26,241
15,13,-86,240
16,15,-125,242
17,32,-108,241
18,1,-73,243
19,0,-23,241
20,-10,-20,241
21,-1,24,241
22,-10,12,242
23,-8,86,242
24,-9,133,240
25,3,103,242
26,3,49,241
27,11,60,241
28,4,-11,242
29,11,4,242
30,-11,-74,241
31,8,-79,242
32,-14,-84,240
33,0,-60,242
34,-15,-36,243
35,-18,-11,241
36,-20,-13,240
37,-9,-8,239
38,-9,-5,240
39,-3,4,242
40,9,-17,241
41,-12,3,242
42,-6,11,241
43,1,4,241
44,-9,13,243
45,-12,21,243
46,-10,14,241
47,-6,8,242
48,-6,12,241
49,-1,3,242
50,0,0,243
51,1,-1,242
52,1,0,242
53,0,-1,243
54,0,-1,241
55,0,-1,242
56,0,0,242
57,0,0,242
58,1,-1,242
59,0,0,244
