0,0.0,0.0,243
1,1.0,0.0,243
2,3.0,3.0,242
3,0.0,-1.0,242
4,1.0,0.0,242
5,1.0,0.0,242
6,0.0,-10.0,242
7,5.0,-24.0,241
8,-11.0,-39.0,241
9,2.0,-32.0,242
10,-1.0,-34.0,242
11,3.0,-14.0,241
12,-3.0,-25.0,241
13,-3.0,-17.0,242
14,-13.0,-20.0,241
15,10.0,-8.0,243
16,20.0,2.0,244
17,31.0,3.0,244
18,38.0,6.0,242
19,32.0,23.0,243
20,15.0,29.0,245
21,19.0,16.0,243
22,5.0,18.0,242
23,-9.0,38.0,243
24,3.0,32.0,244
25,3.0,30.0,240
26,-8.0,22.0,241
27,-17.0,11.0,242
28,-6.0,16.0,242
29,-19.0,8.0,240
30,-16.0,10.0,242
31,-9.0,13.0,241
32,-7.0,12.0,243
33,-10.0,5.0,243
34,-4.0,9.0,241
35,-5.0,4.0,241
36,-11.0,5.0,243
37,0.0,-7.0,242
38,0.0,-2.0,243
39,-2.0,-9.0,242
40,2.0,10.0,242
41,1.0,-2.0,239
42,9.0,-8.0,243
43,4.0,-7.0,243
44,0.0,-8.0,244
45,10.0,-4.0,243
46,-4.0,-6.0,241
47,-1.0,0.0,241
48,3.0,-1.0,242
49,3.0,6.0,243
50,1.0,-1.0,242
51,2.0,-2.0,243
52,5.0,-2.0,242
53,1.0,0.0,241
54,-1.0,0.0,242
55,0.0,0.0,240
56,-1.0,0.0,242
57,0.0,0.0,243
58,0.0,0.0,242
59,0.0,0.0,241
